2018-10-02 22:00:00  -1.304907e-01  2.304199e-02
2018-10-02 23:00:00  -1.438617e-01  2.278809e-02
2018-10-03 00:00:00  -1.519226e-01  2.059997e-02
2018-10-03 01:00:00  -1.977032e-01  3.470825e-02
2018-10-03 02:00:00  -2.013422e-01  4.429016e-02
2018-10-03 03:00:00  -2.116803e-01  3.928100e-02
2018-10-03 04:00:00  -2.117215e-01  4.926331e-02
2018-10-03 05:00:00  -2.107352e-01  5.498779e-02
2018-10-03 06:00:00  -1.953372e-01  5.120727e-02
2018-10-03 07:00:00  -1.852148e-01  4.747437e-02
2018-10-03 08:00:00  -1.943506e-01  4.118042e-02
2018-10-03 09:00:00  -2.001160e-01  4.798889e-02
2018-10-03 10:00:00  -1.973438e-01  4.833130e-02
2018-10-03 11:00:00  -2.038736e-01  3.946106e-02
2018-10-03 12:00:00  -2.033917e-01  4.251343e-02
2018-10-03 13:00:00  -1.729495e-01  1.365784e-02
2018-10-03 14:00:00  -1.631055e-01  6.539917e-03
2018-10-03 15:00:00  -1.607101e-01  3.575439e-03
2018-10-03 16:00:00  -1.495355e-01  2.213745e-03
2018-10-03 17:00:00  -1.389273e-01 -1.399902e-02
2018-10-03 18:00:00  -1.438562e-01 -1.269531e-02
2018-10-03 19:00:00  -1.099176e-01 -5.468750e-02
2018-10-03 20:00:00  -1.156280e-01 -6.156006e-02
2018-10-03 21:00:00  -1.179214e-01 -6.748840e-02
2018-10-03 22:00:00  -1.111014e-01 -6.506103e-02
2018-10-03 23:00:00  -1.118738e-01 -7.504211e-02
2018-10-04 00:00:00  -1.211780e-01 -8.674194e-02
