2018-09-29 00:00:00  24  2
  -1.0   14.146000
  -5.0   14.150000
  -8.0   14.150000
 -10.0   14.150000
 -13.0   14.150000
 -14.0   14.150000
 -17.0   14.145000
 -20.0   14.140000
 -25.0   14.140000
 -30.0   14.150000
 -31.0   14.139999
 -32.0   14.130000
 -35.0   14.120000
 -36.0   14.110001
 -37.0   14.100000
 -45.0   10.530001
 -60.0    6.960000
 -80.0    6.270000
-100.0    5.650000
-120.0    5.270000
-150.0    5.230000
-175.0    5.110000
-200.0    4.840000
-300.0    4.430000
